,Title,Author,Release date,Price $
6939,The Quants,Scott Patterson,02-02-10,32
6940,How to Swing Trade,Mr. Brian Pezim,11-16-18,17
6941,Blind Spot,Jon Clifton,02-17-23,19
6942,Shifting the Monkey,Todd Whitaker,10-09-20,13
6943,Americana,Bhu Srinivasan,09-26-17,42
6944,Financial Peace,Dave Ramsey,05-06-11,16
6945,Franchise,Marcia Chatelain,01-07-20,21
6946,The Price We Pay,Marty Makary MD,01-31-20,14
6947,First-Time Home Buyer,Scott Trench,04-13-21,17
6948,In the Black,T. Dallas Smith,04-03-23,9
6949,The Age of Em,Robin Hanson,08-19-16,26
6950,Other People's Money,Charles V. Bagli,04-04-13,24
6951,REIT Investing for Beginners,Freeman Publications,12-19-22,13
6952,The Four,Scott Galloway,10-03-17,24
6953,The One-Page Financial Plan,Carl Richards,03-31-15,15
6954,HOLD,Steve Chader,10-18-13,30
6955,"Change Your Habits, Change Your Life",Tom Corley,04-26-16,13
6956,Earth for All,Sandrine Dixson-Decleve,09-26-22,17
6957,The Unicorn Within,Linda K. Yates,11-22-22,18
6958,"The Making of Modern Economics, Fourth Edition",Mark Skousen,06-28-22,43
6959,Amazon FBA 2023,Michael Stone,11-12-21,13
6960,Elliott Wave Principle - Key to Market Behavior,Robert R. Prechter Jr,06-26-15,17
6961,Security Analysis: Sixth Edition,Benjamin Graham,01-10-20,26
6962,Super Founders,Ali Tamaseb,05-18-21,29
6963,Option Volatility and Pricing,Sheldon Natenberg,03-26-21,50
6964,The School of Greatness,Lewis Howes,12-22-15,17
6965,Men Without Work,Nicholas Eberstadt,07-11-17,24
6966,Evicted,Matthew Desmond,03-01-16,20
6967,Dead in the Water,Matthew Campbell,05-03-22,28
6968,Lights Out,Thomas Gryta,07-21-20,30
6969,What Works on Wall Street,James P. O'Shaughnessy,07-23-21,12
6970,Amazon Unbound,Brad Stone,05-11-21,28
6971,The Five Years Before You Retire,Emily Guy Birken,12-27-15,20
6972,Unconventional Success: A Fundamental Approach to Personal Investment,David F. Swensen,05-09-19,22
6973,Rich Dad Advisors: ABCs of Real Estate Investing,Ken McElroy,01-29-13,16
6974,Overwhelmed,Brigid Schulte,04-17-14,26
6975,Business Credit Decoded,Ty L. Crandall,08-30-16,13
6976,Unknown Market Wizards,Jack D. Schwager,11-03-20,22
6977,No Filter,Sarah Frier,04-14-20,19
6978,FLIP,Rick Villani,11-06-07,36
6979,The Courage to Act,Ben S. Bernanke,10-05-15,29
6980,The Evolution of Everything,Matt Ridley,10-27-15,26
6981,You Can Retire Sooner Than You Think,Wes Moss,12-29-13,22
6982,The Looting Machine,Tom Burgis,04-28-15,24
6983,Free Market,Jacob Soll,11-15-22,15
6984,The Wages of Destruction,Adam Tooze,08-03-21,46
6985,You Are a Badass at Making Money,Jen Sincero,04-18-17,18
6986,Global Crisis,Geoffrey Parker,12-06-22,30
6987,Rich Dad's Cashflow Quadrant,Robert T. Kiyosaki,01-01-12,22
6988,Crush It!,Gary Vaynerchuk,01-05-10,19
6989,The Financial Pocketknife,James L Stoddard Jr.,01-26-19,17
6990,Next Level Real Estate Asset Protection,Clint Coons,09-07-22,17
6991,Missed Fortune 101,Douglas R. Andrew,04-08-09,15
6992,The Triple Package,Amy Chua,02-04-14,16
6993,Makers and Takers,Rana Foroohar,05-17-16,32
6994,Adapt,Tim Harford,06-03-11,21
6995,The Entitlement Trap,Richard Eyre,03-06-12,22
6996,War Without Rules,Gen. Robert Spalding,04-19-22,18
6997,Zero Down,Roland Frasier,06-15-21,6
6998,How to Trade in Stocks,Jesse Livermore,05-17-19,5
6999,How to Become Money Workbook,Gary M. Douglas,10-10-18,6
7000,The Gift,Sebastian Fitzek,05-18-23,30
7001,Clue Krewe,Jana DeLeon,06-13-23,20
7002,Ward D,Freida McFadden,05-09-23,49
7003,The Ritual,Shantel Tessier,05-09-23,25
7004,Close Her Eyes,Lisa Regan,05-03-23,25
7005,The Delphi Murders,Nic Edwards,04-20-23,20
7006,Little Lost Dolls,M.M. Chouinard,05-04-23,25
7007,Tell-Tale Bones,Carolyn Haines,05-16-23,28
7008,Pretty Dark Vows,Callie Rose,04-27-23,25
7009,Dial W for Witch,Amanda M. Lee,04-24-23,20
7010,Identity,Nora Roberts,05-23-23,31
7011,Distraction,Kelly Fox,05-16-23,20
7012,Dirty Crazy Bad,Siobhan Davis,05-12-23,25
7013,Escaping Shadows,Kathleen Brooks,04-25-23,20
7014,Dressed to Drill,Kate Carlisle,05-16-23,20
7015,Murder at Abbeymead Farm,Merryn Allingham,05-16-23,20
7016,Unexpected Bliss,Lexi Blake,05-09-23,25
7017,Deadline,Matthew Costello,04-30-23,5
7018,False Truth,Helena Marchmont,05-19-23,5
7019,Creed,Kris Michaels,05-11-23,25
7020,Does It Hurt?,H. D. Carlton,03-20-23,25
7021,The Scottish Ladies' Detective Agency,Lydia Travers,04-27-23,20
7022,Random in Death,J. D. Robb,01-23-24,26
7023,Sheepdogs: Keeping the Wolves at Bay,Gordon Carroll,04-26-23,20
7024,Until I Get You,Claire Contreras,03-29-23,25
7025,Murder of a Mermaid,Irina Shapiro,05-09-23,20
7026,Covert Ops,Traci Hunter Abramson,05-09-23,17
7027,The Gambler's Chase,Cap Daniels,04-17-23,20
7028,Defying Logic,Nicky James,05-03-23,25
7029,Cataclysm,Sarah Bailey,05-12-23,25
7030,Edge of Steele,Susan Sleeman,05-03-23,20
7031,The Exchange,John Grisham,10-17-23,35
7032,The Wedding Day,Sue Watson,05-17-23,25
7033,The Woman at Number 6,Matthew Farrell,04-26-23,20
7034,The Vanishing of Class 3B,Jackie Kabler,05-11-23,16
7035,Murder at the Beauty Pageant,Helena Dixon,05-02-23,20
7036,The Curious Case of the Templeton Swifts,Benedict Brown,04-20-23,49
7037,The Summer Holiday,S.E. Lynes,05-09-23,25
7038,Storm Watch,C. J. Box,02-28-23,24
7039,Happily Married,Victoria Jenkins,05-11-23,20
7040,Booked for Murder,Jasmine Webb,01-06-23,17
7041,The Libyan Diversion,Joel C. Rosenberg,05-16-23,30
7042,44.1644° North,Josh Lanyon,05-08-23,15
7043,Cross Down,James Patterson,06-05-23,32
7044,DMV,Bentley Little,05-03-23,25
7045,Killers of the Flower Moon,David Grann,04-18-17,17
7046,Illicit King,Maggie Cole,05-01-23,25
7047,The Taken One,Brittney Sahin,05-15-23,25
7048,The Echo of Old Books,Barbara Davis,03-28-23,30
7049,Dark Angel,John Sandford,04-11-23,32
7050,Champagne Wrath,Nicole Fox,04-25-23,25
7051,The 23rd Midnight,James Patterson,05-01-23,29
7052,Murder at the Circus,Lee Strauss,05-01-23,15
7053,The School Trip,Miranda Smith,04-13-23,20
7054,Contagion,A. American,06-06-23,40
7055,Only the Dead,Jack Carr,05-16-23,28
7056,The Marriage Counselor,Dea Poirier,04-24-23,20
7057,Counter Attack,Patricia Bradley,05-16-23,21
7058,Shadow Dance,Christine Feehan,08-22-23,28
7059,Dirty Thirty,Janet Evanovich,10-31-23,23
7060,Birnam Wood,Eleanor Catton,03-07-23,25
7061,Clive Cussler Fire Strike,Mike Maden,06-06-23,32
7062,I Have Some Questions for You,Rebecca Makkai,02-21-23,32
7063,El Ángel de la Ciudad,Eva García Sáenz de Urturi,03-29-23,25
7064,The Monk,Tim Sullivan,04-27-23,17
7065,A Show of Faith,Greer Hendricks,04-13-23,2
7066,Beautiful Carnage,Heather Ashley,03-30-23,20
7067,Who Cries for the Lost,C.S. Harris,04-18-23,28
7068,Foreign and Domestic,Scott Blade,04-28-23,20
7069,Uzi in the Urn,Dale Mayer,05-11-23,20
7070,The Dying Place,Charly Cox,05-09-23,21
7071,Dead to Me,J M Dalgliesh,03-27-23,20
7072,Never Lie,Freida McFadden,11-08-22,43
7073,Haunting Adeline,H. D. Carlton,08-29-22,22
7074,The Cornish Wedding Murder,Fiona Leitch,05-01-23,14
7075,Corrupted Union,Jill Ramsower,04-13-23,20
7076,Dead Fall,Brad Thor,07-25-23,24
7077,Unpunished Deeds,David Archer,04-21-23,20
7078,Small Mercies,Dennis Lehane,04-25-23,32
7079,The Bride Wore White,Amanda Quick,05-02-23,24
7080,The Heist,Elle Gray,05-01-23,20
7081,Champagne Venom,Nicole Fox,04-03-23,25
7082,Homecoming,Kate Morton,04-04-23,19
7083,What Dreams May Come,Dana LeCheminant,05-02-23,21
7084,Last Resort,Scott Pratt,06-01-23,20
7085,Luciano,Eva Winners,03-13-23,25
7086,The Summer We Fell,Elizabeth O'Roark,04-06-23,20
7087,No Human Contact,Pete Earley,04-25-23,21
7088,Never Saw You Coming,S L Scott,03-13-23,20
7089,The Ferryman,Justin Cronin,05-02-23,42
7090,Snakebit,Paul Doiron,04-25-23,5
7091,The Lazarus Factor,Nick Crow,04-05-23,20
7092,The Last Word,Taylor Adams,04-25-23,32
7093,Five Years After,William R. Forstchen,08-22-23,26
7094,The New Kingdom,Wilbur Smith,04-26-23,43
7095,The Birdcage Murders,Karen Baugh Menuhin,03-13-23,20
7096,Simply Lies,David Baldacci,04-18-23,32
7097,Resurrection Walk,Michael Connelly,11-07-23,32
7098,Caution Death at Work,Rhys Dylan,03-17-23,20
7099,Pen Pal,J.T. Geissinger,10-17-22,17
7100,Sallow Bend,Alan Baxter,01-25-23,20
7101,Echoes of You,Catherine Cowles,05-02-23,17
7102,The Breakdown,B. A. Paris,07-18-17,28
7103,The Medici Manuscript,C.J. Archer,03-03-23,20
7104,The Devil in the White City,Erik Larson,12-29-02,24
7105,Protection,Kelly Fox,04-25-23,20
7106,A High Whisk Situation,H.Y. Hanna,04-11-23,20
7107,The Butterfly Garden,Dot Hutchison,06-01-16,22
7108,Holly,Stephen King,09-05-23,28
7109,Lou and JonBenét,John Wesley Anderson,05-09-23,17
7110,On His Majesty's Secret Service,Charlie Higson,05-04-23,49
7111,Death on Cromer Beach,Ross Greenwood,04-26-23,19
7112,Mac,Anna del Mar,04-11-23,25
7113,World War Z: The Complete Edition,Max Brooks,05-14-13,15
7114,Fahrenheit 451,Ray Bradbury,10-21-14,17
7115,The Body in the Shadows,Nick Louth,04-06-23,17
7116,Somebody's Wife,Robbi Renee,05-19-23,20
7117,The Inmate,Freida McFadden,07-26-22,40
7118,Meg: A Novel of Deep Terror with Meg: Origins,Steve Alten,04-09-14,21
7119,Her Deadly Game,Robert Dugoni,03-28-23,26
7120,Savage Bonds,J Bree,07-15-22,22
7121,The Prodigal,Kristy Marie,04-21-23,20
7122,The Aurora Project,Paul McGowan,04-03-23,20
7123,Deadly Fate,Angela Marsons,05-25-23,20
7124,How to Find Zodiac,Jarett Kobek,04-04-23,40
7125,The Guest,Emma Cline,05-16-23,35
7126,Pale Fallen Angel Parts One and Two (Dramatized Adaptation),Hideyuki Kikuchi,05-09-23,24
7127,Keep It in the Family,John Marrs,05-02-23,30
7128,Murder in the Hollows,Declan James,04-18-23,40
7129,High Note,Heather Long,05-19-23,20
7130,Ripples in Time,Julie McElwain,04-25-23,21
7131,The Lie,Kathryn Croft,04-20-23,25
7132,Hannibal,Thomas Harris,05-21-12,18
7133,The Nigerwife,Vanessa Walters,05-02-23,23
7134,All the Dark Places,Terri Parlato,12-27-22,24
7135,Breakneck,Marc Cameron,04-25-23,31
7136,Pink Lemonade Cake Murder,Joanne Fluke,07-25-23,28
7137,Rebecca,Daphné du Maurier,12-29-13,17
7138,Swan Song,Robert R. McCammon,11-15-11,35
7139,First Blood,David Morrell,03-15-11,22
7140,Big Little Lies,Liane Moriarty,07-29-14,17
7141,"In a Dark, Dark Wood",Ruth Ware,08-04-15,14
7142,Double Back,Shannon Baker,04-18-23,35
7143,The Woman in Cabin 10,Ruth Ware,07-19-16,15
7144,Extinction,Douglas Preston,04-23-24,26
7145,Paper Cuts,Ellery Adams,04-25-23,17
7146,The Southern Killer,Peter O'Mahoney,05-02-23,35
7147,The Shifting Current,Dani Pettrey,05-16-23,21
7148,Midnight Riot,Ben Aaronovitch,09-28-12,24
7149,The Smartest Guys in the Room,Bethany McLean,11-11-10,42
7150,Behind Closed Doors,B. A. Paris,08-09-16,15
7151,Dark Matter,Blake Crouch,07-26-16,17
7152,One Second After,William R. Forstchen,03-17-09,20
7153,A Nefarious Plot,Steve Deace,03-24-16,17
7154,Gone Girl,Gillian Flynn,06-05-12,17
7155,Neuromancer,William Gibson,06-30-11,16
7156,Sharp Objects,Gillian Flynn,09-20-06,18
7157,Shantaram,Gregory David Roberts,12-10-13,43
7158,The Da Vinci Code,Dan Brown,01-01-06,15
7159,You,Caroline Kepnes,09-30-14,15
7160,The House on Prytania,Karen White,05-09-23,35
7161,For You and Only You,Caroline Kepnes,04-25-23,35
7162,The Bell Jar,Sylvia Plath,02-02-16,19
7163,The Night She Vanished,Wendy Dranfield,03-14-23,25
7164,Satan's Affair,H. D. Carlton,02-24-23,20
7165,The Surgeon,Leslie Wolfe,03-08-23,25
7166,The Collected Regrets of Clover,Mikki Brammer,05-09-23,26
7167,Orphan X,Gregg Hurwitz,01-19-16,26
7168,Sudden Death,Rachel Lynch,04-19-23,22
7169,Shogun,James Clavell,12-28-14,52
7170,In the Woods,Tana French,04-20-07,23
7171,Angels and Demons,Dan Brown,04-14-04,17
7172,Murder on the Night Train to Paris,L.B. Hathaway,04-20-23,25
7173,Lovely Violent Things,Trisha Wolfe,05-11-23,20
7174,Zero Days,Ruth Ware,06-20-23,24
7175,The Josephine Tey Collection: 6 Alan Grant Novels; Brat Farrar; & Miss Pym Disposes,Josephine Tey,04-20-23,115
7176,Dead Coin,Sheldon Siegel,04-19-23,20
7177,Titanium Noir,Nick Harkaway,05-16-23,28
7178,Red Dragon,Thomas Harris,03-09-12,18
7179,The Magicians,Lev Grossman,08-11-09,26
7180,Bring Me Back,Kristen Granata,03-28-23,17
7181,Just the Nicest Couple,Mary Kubica,01-10-23,32
7182,Sidetracked,S.T. Abby,05-09-23,10
7183,Homecoming,Kate Morton,04-13-23,19
7184,Life Sentence,Mark Bowden,04-11-23,28
7185,The Couple at Table Six,Daniel Hurst,04-25-23,14
7186,Wicked,Amo Jones,05-16-23,29
7187,The Undercover Secretary,Ellie Midwood,01-19-23,17
7188,The Family Secret,Kiersten Modglin,04-04-23,49
7189,Holiday in Death,J. D. Robb,05-20-08,26
7190,Three Widows,Patricia Gibney,02-10-23,25
7191,Witness,Whittaker Chambers,12-02-08,38
7192,The Viking's Princess,Cathleen Cole,05-10-23,20
7193,The Butcher and the Wren,Alaina Urquhart,09-13-22,40
7194,Decent People,De'Shawn Charles Winslow,01-17-23,26
7195,"Tinker, Tailor, Soldier, Spy",John le Carré,12-09-11,21
7196,No Saint,Ria Wilde,05-02-23,40
7197,Fool Me Once,Kelly Richmond Pope,03-21-23,17
7198,False Flag,Jack Slater,11-23-22,22
7199,The Choice,Ashley Jade,05-09-23,40
7200,The Fourth Enemy,Anne Perry,04-11-23,28
7201,Bargained,Dr. Rebecca Sharp,05-01-23,20
7202,The Librarian of Crooked Lane,C.J. Archer,09-02-22,17
7203,No One Needs to Know,Lindsay Cameron,05-09-23,28
7204,Thyme of Death,Susan Wittig Albert,04-25-23,49
7205,Helter Skelter,Vincent Bugliosi,09-13-11,35
7206,The Collector,Daniel Silva,07-18-23,32
7207,American Psycho,Bret Easton Ellis,08-11-09,30
7208,A Killer Coffee Mystery Box Set: Books 1-3,Tonya Kappes,04-27-23,25
7209,The Alice Network,Kate Quinn,06-06-17,28
7210,Ordinary Grace,William Kent Krueger,03-26-13,28
7211,Death of an Author,Aidan Marchine,05-09-23,7
7212,Laws of Wrath,Eriq La Salle,05-02-23,24
7213,The Girl Who Played with Fire,Stieg Larsson,07-28-09,15
7214,"An Irish Village Mystery Bundle, Books 4-7",Carlene O'Connor,05-09-23,49
7215,Tom Clancy Flash Point,Don Bentley,05-23-23,35
7216,The Cuckoo's Calling,Robert Galbraith,12-30-12,22
7217,Magpie Murders,Anthony Horowitz,06-06-17,26
7218,The Girl with the Dragon Tattoo,Stieg Larsson,09-16-08,24
7219,Origin,Dan Brown,10-03-17,23
7220,The Gray Man,Mark Greaney,08-30-10,22
7221,Fire with Fire,Candice Fox,05-09-23,26
7222,You Shouldn’t Have Come Here,Jeneva Rose,04-25-23,26
7223,The Late Mrs. Willoughby,Claudia Gray,05-16-23,32
7224,Above Suspicion,Joe Sharkey,01-03-17,21
7225,A Most Efficient Murder,Anthony Slayton,09-15-22,17
7226,Arrows and Apologies,Sav R. Miller,01-17-23,35
7227,With My Little Eye,Joshilyn Jackson,04-25-23,32
7228,Vanished in Vermillion,Lou Raguse,03-07-23,17
7229,The Engagement,Samantha Hayes,01-10-23,22
7230,"Bad, Bad Seymour Brown",Susan Isaacs,05-02-23,35
7231,The White Lady,Jacqueline Winspear,03-21-23,32
7232,Killer Instinct,Bradley Wright,05-11-23,20
7233,Lowcountry Getaway,Susan M. Boyer,03-01-23,49
7234,To Track a Traitor,Iona Whishaw,04-25-23,17
7235,Corrode,Sarah Bailey,04-14-23,25
7236,Rogue Heroes,Ben Macintyre,10-04-16,32
7237,Mindhunter,John E. Douglas,10-24-17,18
7238,Interview with the Vampire,Anne Rice,05-31-11,20
7239,Lasher,Anne Rice,11-10-15,30
7240,Taltos,Anne Rice,11-10-15,28
7241,NOS4A2,Joe Hill,04-30-13,30
7242,The Forgetting,Hannah Beckerman,04-01-23,26
7243,The New Couple,Alison James,09-27-22,17
7244,Where They Lie,Joe Hart,05-01-23,25
7245,The Lie Maker,Linwood Barclay,05-16-23,32
7246,Worth Dying For,Lee Child,10-19-10,15
7247,Before I Go to Sleep,S. J. Watson,09-01-11,32
7248,Gothikana,RuNyx,01-03-23,35
7249,The Southern Lawyer,Peter O'Mahoney,10-11-22,30
7250,Tinseltown,William J. Mann,10-14-14,21
7251,El nombre de la rosa [The Name of the Rose],Umberto Eco,07-28-15,23
7252,The Rescue,A.J. Rivers,05-04-23,20
7253,The Crossing Places,Elly Griffiths,09-22-09,16
7254,Raven Black,Ann Cleeves,11-19-14,26
7255,The Lost Victim,Jennifer Hunter,05-01-23,25
7256,Wonderland,Jennifer Hillier,04-11-23,26
7257,The Never King,Nikki St. Crowe,06-08-22,13
7258,Lassiter,J.R. Ward,04-11-23,28
7259,Big Trouble on Sullivan's Island,Susan M. Boyer,04-11-23,49
7260,Everything She Feared,Rick Mofina,04-11-23,32
7261,Rescuing Rosalie,Ellie Masters,05-03-23,20
7262,Murder Your Employer,Rupert Holmes,02-21-23,24
7263,All the Dangerous Things,Stacy Willingham,01-10-23,26
7264,Black Edge,Sheelah Kolhatkar,03-28-17,32
7265,The Last Ship,William Brinkley,02-18-15,40
7266,The Book of the Unnamed Midwife,Meg Elison,10-11-16,22
7267,Greed,Eva Charles,12-13-22,35
7268,The Ghost Goes to the Dogs,Cleo Coyle,05-02-23,17
7269,The Forgotten Witch,Jessica Dodge,09-14-22,17
7270,The Bones at Point No Point,D.D. Black,10-17-22,17
7271,Owned by a Sinner,Michelle Heard,12-27-22,30
7272,Essex Dogs,Dan Jones,02-14-23,32
7273,The Scarpetta Factor,Patricia Cornwell,05-16-23,35
7274,A Tale for the Time Being,Ruth Ozeki,03-12-13,24
7275,Den of Thieves,James B. Stewart,09-17-13,24
7276,The Little Old Lady Who Broke All the Rules,Catharina Ingelman-Sundberg,02-14-17,32
7277,The Painted Queen,Elizabeth Peters,07-25-17,16
7278,The Longmire Defense,Craig Johnson,09-05-23,28
7279,Rogue Darkness,Dianne Duvall,06-13-23,21
7280,Society of Psychos,Caroline Peckham,12-08-22,22
7281,Villain Era,Luna Pierce,05-17-23,25
7282,The Enigma of Garlic,Alexander McCall Smith,04-11-23,21
7283,Mated to the Monster,Sarah Spade,01-10-23,17
7284,The Girl Next Door,Jack Ketchum,04-19-16,28
7285,Moral Defense,Marcia Clark,11-08-16,26
7286,The Girl Who Kicked the Hornet's Nest,Stieg Larsson,05-25-10,18
7287,True Grit,Charles Portis,06-07-06,14
7288,First Comes Blood,Lilith Vincent,02-22-23,20
7289,After That Night,Karin Slaughter,08-22-23,28
7290,It Calls from the Sea,Eerie River Publishing,02-16-23,25
7291,"River Woman, River Demon",Jennifer Givhan,10-04-22,24
7292,Code Red,Vince Flynn,09-12-23,24
7293,The Girl in the Ice,Robert Bryndza,02-12-16,17
7294,The Shuddering,Ania Ahlborn,06-18-13,22
7295,Those Across the River,Christopher Buehlman,09-06-11,24
7296,The Peking Express,James M. Zimmerman,04-04-23,32
7297,What Lies in the Woods,Kate Alice Marshall,01-17-23,26
7298,And Then There Were None,Agatha Christie,09-10-13,18
7299,Sexy Beast,Rachel Jonas,01-27-23,22
7300,The Devil I Don't Know,LK Shaw,11-23-22,17
7301,"Two Parts Sugar, One Part Murder",Valerie Burns,08-30-22,21
7302,The Couple in the Cabin,Daniel Hurst,11-01-22,17
7303,Catch Me If You Can,Frank W. Abagnale,09-13-02,18
7304,Mossad,Michael Bar-Zohar,10-07-14,24
7305,Second Comes War,Lilith Vincent,05-11-23,20
7306,Advika and the Hollywood Wives,Kirthana Ramisetti,04-11-23,36
7307,Last One to Know,Barbara Freethy,12-19-22,17
7308,Blood Runs Cold,Neil Lancaster,04-13-23,16
7309,Run on Red,Noelle West Ihli,01-12-23,17
7310,Those Empty Eyes,Charlie Donlea,03-28-23,28
7311,All Hallows,Christopher Golden,01-23-23,12
7312,On the Line,Fern Michaels,03-28-23,24
7313,The Snow Graves,Roger Stelljes,03-10-23,25
7314,The Third Girl,Nell Goddin,12-22-15,17
7315,The Vegetarian,Han Kang,02-02-16,15
7316,The Secret Lives of Country Gentlemen,KJ Charles,03-07-23,49
7317,Independence Square,Martin Cruz Smith,05-09-23,19
7318,There Are No Saints,Sophie Lark,12-06-22,17
7319,Dead End Girl,L.T. Vargus,04-20-17,22
7320,The Drifter,Nick Petrie,01-12-16,18
7321,A Deadly Match,Matthew Costello,03-24-23,5
7322,Stillhouse Lake,Rachel Caine,07-01-17,26
7323,The Last Victim,Jason Moss,04-01-13,20
7324,John Dies at the End,David Wong,03-09-11,16
7325,Beautiful Devils,Eva Ashwood,12-29-22,22
7326,Our Thing,Nicci Harris,10-11-22,35
7327,The Good House,Tananarive Due,07-09-04,33
7328,If We Were Villains,M. L. Rio,04-11-17,26
7329,A Mother's Reckoning,Sue Klebold,02-15-16,18
7330,All the Missing Girls,Megan Miranda,06-28-16,23
7331,Defending Jacob,William Landay,01-31-12,20
7332,A Head Full of Ghosts,Paul Tremblay,06-02-15,32
7333,Love Unexpected,Q.B. Tyler,11-15-22,35
7334,Sweet Temptation,Cora Reilly,09-23-22,22
