,Title,Author,Release date,Price $
9383,The Virgin Next Door,Lauren Blakely,08-09-22,17
9384,Empire of Lust,J. L. Beck,04-18-23,49
9385,Rhapsodic,Laura Thalassa,01-31-23,29
9386,Dirty Broken Savages: Complete Series,Eva Ashwood,05-16-23,30
9387,Lucky Hit,Hannah Cowan,04-11-23,17
9388,"Love, Theoretically",Ali Hazelwood,06-13-23,32
9389,"It Ain't Me, Babe",Tillie Cole,07-15-16,22
9390,After I Do,Taylor Jenkins Reid,12-06-22,19
9391,Cozy Witch Mysteries: Special Edition Box Set of 8 Books,Angela Pepper,03-13-23,30
9392,Lost and Found,April Wilson,05-08-23,20
9393,One Day with You,Shari Low,01-31-23,19
9394,Stealing the Alpha's Heart,Skye Wilson,03-21-23,25
9395,Kill the King,Elizabeth Dear,05-03-23,20
9396,Mr. Silver,Rachel Jonas,09-21-22,22
9397,Bound by Love,Brenda K. Davies,05-10-23,20
9398,Blood & Bones: Whip,Jeanne St. James,04-18-23,25
9399,Addicted to You,Krista Ritchie,01-13-15,22
9400,Into the Wilderness,Sara Donati,07-28-09,32
9401,The Chameleon Effect,Joe Arden,09-13-22,17
9402,Light in Shadow,Jayne Ann Krentz,05-02-23,21
9403,Slightly South of Simple,Kristy Woodson Harvey,05-31-17,22
9404,The Last Dragon King: Kings of Avalier,Leia Stone,10-25-22,17
9405,Savage Games,Rachel Leigh,11-06-22,17
9406,Wrong,Jana Aston,11-09-16,17
9407,The Wrong Bride,Catharina Maura,01-13-23,22
9408,Between Wrath and Mercy,Jess Wisecup,01-24-23,48
9409,Frost,C.N. Crawford,10-28-22,17
9410,More than Meets the Eye,Iris Johansen,02-07-23,29
9411,Betrayal in Death,J. D. Robb,05-20-08,26
9412,Reincarnation Blues,Michael Poore,08-22-17,32
9413,The Rose Witch,Chandelle LaVaun,05-01-23,20
9414,Captured Fate,Eva Chase,03-23-23,25
9415,Swear on This Life,Renée Carlino,09-23-19,30
9416,Counted with the Stars,Connilyn Cossette,08-08-17,31
9417,Broken Bonds,J Bree,07-05-22,17
9418,One Look,Lena Hendrix,04-26-23,20
9419,The Gilded Hour,Sara Donati,09-01-15,24
9420,A Tempest at Sea,Sherry Thomas,03-14-23,32
9421,The Inn on Harmony Island,Anne-Marie Meyer,07-18-22,17
9422,Good as Gold,Sarina Bowen,06-02-23,25
9423,"It’s Not the Hookup, It’s the Chase",Elle Wright,05-16-23,14
9424,Marriage at First Sight,CJ Howard,12-03-15,17
9425,The Rules of Dating My Best Friend's Sister,Vi Keeland,04-02-23,25
9426,The Jewel in the Crown,Paul Scott,04-28-11,21
9427,Some Kind of Perfect,Krista Ritchie,08-02-16,30
9428,The Taming of the Queen,Philippa Gregory,08-25-15,35
9429,Reunion in Death,J. D. Robb,05-15-13,26
9430,Born in Death,J. D. Robb,06-06-08,26
9431,Origin in Death,J. D. Robb,05-20-08,26
9432,Beyond the Team,Kaylee Ryan,05-16-23,17
9433,Love Me Today,A.L. Jackson,05-29-23,25
9434,"The Marriage Auction: Season One, Volume One",Audrey Carlan,05-09-23,30
9435,When She Unravels,Gabrielle Sands,01-26-23,25
9436,Keeping You,Lena Hendrix,05-10-23,20
9437,Alexei,Eva Winners,05-01-23,25
9438,Dirty Truths,Jaymin Eve,03-21-23,20
9439,Carnage,Sarah Bailey,02-17-23,20
9440,The Phoenix Prophecy: Nova,Cara Clare,01-10-23,17
9441,Brutal Intentions,Lilith Vincent,01-16-23,17
9442,Finding You,Lena Hendrix,01-20-23,17
9443,Prince of the Sorrows,Kellen Graves,05-17-23,25
9444,Just a Touch Away,Jae,03-28-23,21
9445,"Kiss the Sky: Calloway Sisters, Book 1",Krista Ritchie,02-24-15,22
9446,Alexius,Bella J,09-13-22,30
9447,The Sailor's Rest,Don Jacobson,04-25-23,25
9448,The Thing About Home,Rhonda McKnight,05-09-23,32
9449,Until I Saw You,Dianna Roman,03-27-23,20
9450,Sleet Kitten,S.J. Tilly,09-27-22,35
9451,The Beekeeper's Promise,Fiona Valpy,05-16-18,22
9452,White Queen,Philippa Gregory,01-20-11,17
9453,Visions in Death,J. D. Robb,05-20-08,26
9454,Celebrity in Death,J. D. Robb,02-21-12,26
9455,Treachery In Death,J. D. Robb,02-22-11,26
9456,Apprentice in Death,J. D. Robb,09-06-16,26
9457,Indulgence in Death,J. D. Robb,11-02-10,26
9458,Expired Hope,Lisa Phillips,05-01-23,20
9459,Follow,Tessa Bailey,09-09-22,12
9460,Wishing Stone,Dakota Willink,10-24-22,17
9461,The King's Curse,Philippa Gregory,09-09-14,35
9462,Dime quién soy [Tell Me Who I Am],Julia Navarro,06-20-14,23
9463,Nine Rules to Break When Romancing a Rake,Sarah MacLean,05-13-14,26
9464,Love You More,Julia Kent,04-27-23,25
9465,Say Yes to the Marquess,Tessa Dare,12-30-14,26
9466,Secretly Yours,Tessa Bailey,02-07-23,32
9467,The Resurrection of Wildflowers,Micalea Smeltzer,06-14-22,30
9468,Tales You Win,Bea Paige,10-18-22,35
9469,King Rat,James Clavell,07-17-15,28
9470,The Secret Diary of Hendrik Groen,Hendrik Groen,07-11-17,20
9471,The Winter Sea,Susanna Kearsley,07-12-11,23
9472,Purity,Skyler Mason,01-13-23,17
9473,Enduring Connexions,J Marie Croft,04-17-23,20
9474,Daisy's Decision,Ruby Dixon,05-16-23,17
9475,Obedience,Liza Snow,03-27-23,25
9476,The Gown,Jennifer Robson,12-31-18,17
9477,Christy,Catherine Marshall,06-22-10,30
9478,Heart Bones,Colleen Hoover,11-10-20,17
9479,The Fiery Cross,Diana Gabaldon,11-03-11,26
9480,Ruthless Heir,Sasha Leone,11-22-22,39
9481,Ricochet,Krista Ritchie,01-13-15,17
9482,Contempt,A. Zavarelli,05-15-23,25
9483,Obsession,Meg Anne,05-16-22,17
9484,Voyeur,Fiona Cole,09-27-18,17
9485,Court of Shadows: A Demons of Fire and Night Novel,C.N. Crawford,11-14-18,17
9486,The Fossil Hunter,Tea Cooper,08-09-22,26
9487,The White Princess,Philippa Gregory,07-23-13,28
9488,Heated Rivalry,Rachel Reid,10-22-19,18
9489,The Cactus,Sarah Haywood,05-01-18,26
9490,Husband Material,Alexis Hall,08-02-22,37
9491,Binding Rose,Ivy Fox,11-11-22,22
9492,Protecting Summer,Susan Stoker,05-14-15,17
9493,A Witch's Guide to Fake Dating a Demon,Sarah Hawley,03-07-23,32
9494,Too Hot to Handle,Tessa Bailey,12-14-16,19
9495,Phylomancer: The Complete Series,Jack Bryce,04-17-23,30
9496,The Nanny,Lana Ferguson,04-11-23,32
9497,Queen of Swords,Sara Donati,10-23-06,32
9498,From Sand and Ash,Amy Harmon,12-01-16,26
9499,Dakota Born,Debbie Macomber,04-26-16,22
9500,The Power of Trees,Peter Wohlleben,05-02-23,24
9501,Quantum Supremacy,Michio Kaku,05-02-23,32
9502,"Assessment of Plant Diversity and Analysis of Community Structure, Economic Analysis Book",Clyde Mercier,05-08-23,7
9503,Wild New World,Dan Flores,10-25-22,21
9504,Mike Busch on Engines,Mike Busch,02-23-23,25
9505,Outlive,Peter Attia MD,03-28-23,35
9506,Sapiens,Yuval Noah Harari,08-15-17,16
9507,"Guns, Germs and Steel",Jared Diamond,01-18-11,24
9508,Brain Energy,Christopher M. Palmer MD,11-15-22,33
9509,How Data Happened,Chris Wiggins,03-21-23,21
9510,What a Bee Knows,Stephen Buchmann,03-28-23,17
9511,Hidden Figures,Margot Lee Shetterly,09-06-16,26
9512,All the Time in the World,John Gierach,03-21-23,17
9513,The Gene,Siddhartha Mukherjee,05-17-16,17
9514,The Big Picture,Sean Carroll,05-10-16,17
9515,A Short History of Nearly Everything,Bill Bryson,05-04-03,23
9516,Why We Sleep,Matthew Walker,10-03-17,17
9517,I Contain Multitudes,Ed Yong,08-09-16,32
9518,438 Days,Jonathan Franklin,11-17-15,17
9519,1491,Charles C. Mann,08-29-16,24
9520,A Brief History of Time,Stephen Hawking,05-01-12,17
9521,Stiff,Mary Roach,02-26-04,18
9522,Skunk Works,Ben R. Rich,07-14-15,17
9523,Life 3.0,Max Tegmark,08-29-17,21
9524,The Hidden Life of Trees,Peter Wohlleben,09-13-16,25
9525,Freakonomics,Steven D. Levitt,06-14-07,15
9526,A Walk in the Woods,Bill Bryson,09-25-12,14
9527,American Prometheus,Kai Bird,03-28-07,30
9528,The Immortal Life of Henrietta Lacks,Rebecca Skloot,02-02-10,17
9529,Carmageddon,Daniel Knowles,03-28-23,28
9530,"Building Thinking Classrooms in Mathematics, Grades K-12",Peter Liljedahl,03-30-23,23
9531,Surviving to Drive,Guenther Steiner,04-20-23,31
9532,Fooled by Randomness,Nassim Nicholas Taleb,01-07-08,21
9533,The Edge of Knowledge,Lawrence M. Krauss,05-09-23,20
9534,The Great Air Race,John Lancaster,11-15-22,18
9535,How Emotions Are Made,Lisa Feldman Barrett,03-07-17,23
9536,Behave,Robert Sapolsky,05-02-17,25
9537,Algorithms to Live By,Brian Christian,04-19-16,23
9538,Drawdown,Paul Hawken,05-23-17,24
9539,The King of California,Mark Arax,06-02-14,35
9540,The Complete Guide to Memory,Richard Restak MD,12-17-22,16
9541,Winters in the World,Eleanor Parker,04-25-23,17
9542,Gut,Giulia Enders,02-17-16,17
9543,How to Lie with Statistics,Darrell Huff,02-24-16,13
9544,Lab Girl,Hope Jahren,04-05-16,28
9545,Incognito,David Eagleman,05-31-11,16
9546,The God Delusion,Richard Dawkins,07-17-08,28
9547,When the Heavens Went on Sale,Ashlee Vance,05-09-23,32
9548,The Power of Eight,Lynne McTaggart,09-26-17,14
9549,How Not to Be Wrong,Jordan Ellenberg,05-30-14,24
9550,On the Origin of Species,Charles Darwin,05-13-16,37
9551,The Field - Updated Edition,Lynne McTaggart,02-25-14,32
9552,The Invention of Nature,Andrea Wulf,10-20-15,24
9553,The Aviators,Winston Groom,11-05-13,30
9554,The Hungry Brain,Stephan J. Guyenet Ph.D.,02-07-17,16
9555,The Peking Express,James M. Zimmerman,04-04-23,32
9556,Homo Deus,Yuval Noah Harari,02-21-17,30
9557,Astrophysics for People in a Hurry,Neil deGrasse Tyson,05-02-17,15
9558,The Cat's Meow,Jonathan B. Losos,05-02-23,32
9559,Signature in the Cell,Stephen C. Meyer,12-20-16,44
9560,Under the Henfluence,Tove Danovich,04-25-23,17
9561,Never Cry Wolf,Farley Mowat,09-13-10,18
9562,The Sleep Revolution,Arianna Huffington,04-05-16,12
9563,Becoming Animal,David Abram,07-20-17,26
9564,Period,Kate Clancy,04-18-23,20
9565,The Sixth Extinction,Elizabeth Kolbert,02-11-14,15
9566,What It's Like to Be a Bird,David Allen Sibley,09-07-22,17
9567,His Majesty's Airship,S. C. Gwynne,05-02-23,23
9568,On Trails,Robert Moor,09-02-16,22
9569,The Omnivore's Dilemma,Michael Pollan,01-01-06,24
9570,Elephant Company,Vicki Constantine Croke,09-04-14,22
9571,What Doesn't Kill Us,Scott Carney,01-05-17,17
9572,Solve for Happy,Mo Gawdat,03-21-17,18
9573,A Man for All Markets,Edward O. Thorp,01-24-17,24
9574,My Stroke of Insight,Jill Bolte Taylor,01-06-09,16
9575,The Hot Zone,Richard Preston,04-26-11,28
9576,How Dogs Love Us,Gregory Berns,10-22-13,16
9577,Mother of God,Paul Rosolie,07-01-14,20
9578,The Grid,Gretchen Bakke,09-08-16,18
9579,My Family and Other Animals,Gerald Durrell,08-20-07,19
9580,The First Three Minutes,Steven Weinberg,11-01-22,21
9581,Longitude,Dava Sobel,03-30-09,12
9582,The Signal and the Noise,Nate Silver,09-27-12,16
9583,The Tiger,John Vaillant,08-24-10,15
9584,Jupiter's Travels,Ted Simon,09-02-15,30
9585,The World Without Us,Alan Weisman,06-25-07,21
9586,The Telomere Effect,Dr. Elizabeth Blackburn,01-03-17,30
9587,Into the Abyss,Carol Shaben,05-21-13,14
9588,Nothing Like It in the World,Stephen E. Ambrose,09-07-00,22
9589,There's No Such Thing as Bad Weather,Linda Åkeson McGurk,10-03-17,17
9590,Devotion,Adam Makos,10-27-15,18
9591,Blue Mind,Wallace J. Nichols,07-22-14,17
9592,Last Train to Paradise,Les Standiford,12-11-03,17
9593,Your Inner Fish,Neil Shubin,01-15-08,24
9594,Black Earth Wisdom,Leah Penniman,02-28-23,32
9595,My Big TOE: Awakening,Thomas W . Campbell,06-21-13,22
9596,A Man on the Moon: The Voyages of the Apollo Astronauts,Andrew Chaikin,10-13-15,26
9597,The Great Displacement,Jake Bittle,02-21-23,23
9598,The Dyslexic Advantage (Revised and Updated),Brock L. Eide MD MA,03-28-23,21
9599,Stealing Fire,Steven Kotler,02-21-17,29
9600,Blindspot,Mahzarin R. Banaji,04-22-14,17
9601,Scale,Geoffrey West,05-16-17,38
9602,Unbroken Brain,Maia Szalavitz,06-21-16,22
9603,The Cosmic Serpent,Jeremy Narby,01-31-16,23
9604,Where the Water Goes,David Owen,04-11-17,18
9605,The Last Season,Eric Blehm,11-17-15,22
9606,Inside of a Dog,Alexandra Horowitz,03-22-16,18
9607,Dr. Gundry's Diet Evolution,Steven R. Gundry,02-28-17,24
9608,Braiding Sweetgrass,Robin Wall Kimmerer,12-27-15,35
9609,The Pleasure of Finding Things Out,Richard P. Feynman,04-15-13,16
9610,Your Brain on Art,Susan Magsamen,03-21-23,28
9611,Rising Tide,John M. Barry,09-16-05,19
9612,Bold,Peter H. Diamandis,02-03-15,15
9613,Monetizing Innovation,Georg Tacke,10-06-16,17
9614,Granite Mountain,Brendan McDonough,05-03-16,21
9615,The Brain,David Eagleman,10-06-15,24
9616,Fast Food Nation,Eric Schlosser,02-06-01,14
9617,The Drunkard's Walk,Leonard Mlodinow,06-26-08,18
9618,Fire on the Mountain,John N. MacLean,04-18-00,12
9619,Mirrors in the Earth,Asia Suler,07-01-22,39
9620,Dead Wake,Erik Larson,03-10-15,21
9621,"The Backyard Beekeeper, 4th Edition",Kim Flottum,08-23-22,17
9622,Algorithms of Oppression,Safiya Umoja Noble,06-12-18,17
9623,The Male Brain,Louann Brizendine M.D.,03-23-10,9
9624,The Botany of Desire,Michael Pollan,10-18-22,18
9625,Loonshots,Safi Bahcall,03-19-19,26
9626,The Information,James Gleick,03-01-11,35
9627,You Are the Universe,Menas C. Kafatos PhD,02-07-17,28
9628,Psych,Paul Bloom,02-28-23,32
9629,The Mind of a Bee,Lars Chittka,07-26-22,21
9630,Packing for Mars,Mary Roach,08-02-10,26
9631,The Death and Life of the Great Lakes,Dan Egan,03-07-17,32
9632,The Elephant Whisperer,Lawrence Anthony,12-24-12,24
9633,Other Minds,Peter Godfrey-Smith,03-07-17,15
9634,The End of Faith,Sam Harris,03-13-08,28
9635,Salt,Mark Kurlansky,02-20-03,26
9636,Soil,Camille T. Dungy,05-02-23,23
9637,Ultra-Processed People,Chris van Tulleken,06-27-23,36
9638,The Uninhabitable Earth,David Wallace-Wells,02-19-19,18
9639,The Book of Why,Judea Pearl,05-15-18,27
9640,The Good Gut,Justin Sonnenburg,04-21-15,16
9641,The Language of God,Francis S. Collins,07-17-06,14
9642,Think Like a Rocket Scientist,Ozan Varol,04-14-20,20
9643,Red Famine,Anne Applebaum,10-10-17,35
9644,The Moral Case for Fossil Fuels,Alex Epstein,02-24-15,21
9645,The Golden Ratio,Mario Livio,05-09-13,26
9646,The Moral Animal,Robert Wright,06-29-10,22
9647,The Beginning of Infinity,David Deutsch,08-18-11,26
9648,Agave Spirits,Gary Paul Nabhan,05-16-23,21
9649,Brain Rules (Updated and Expanded),John Medina,09-02-14,18
9650,The Nature of Oaks,Douglas W. Tallamy,07-15-22,14
9651,Elon Musk,Ashlee Vance,05-19-15,28
9652,The Skeptics' Guide to the Future,Dr. Steven Novella,09-27-22,22
9653,The People's Tycoon,Steven Watts,11-21-08,49
9654,The Transcendent Brain,Alan Lightman,03-14-23,21
9655,Paved Paradise,Henry Grabar,05-09-23,28
9656,Stuff Matters,Mark Miodownik,07-29-14,23
9657,The Sound of a Wild Snail Eating,Elisabeth Tova Bailey,12-18-14,13
9658,The Double Helix,James D. Watson,08-09-11,16
9659,Subscribed,Tien Tzuo,06-05-18,16
9660,Into the Raging Sea,Rachel Slade,05-01-18,23
9661,The Emperor's New Mind,Roger Penrose,10-15-19,24
9662,The Outlaw Ocean,Ian Urbina,08-20-19,35
9663,Factfulness,Hans Rosling,04-03-18,24
9664,Beaverland,Leila Philip,12-06-22,36
9665,Unraveling,Peggy Orenstein,01-24-23,32
9666,Words Can Change Your Brain,Andrew Newberg,04-26-22,24
9667,The Vital Question,Nick Lane,07-20-15,22
9668,Anaximander,Carlo Rovelli,02-28-23,21
9669,How We Learn to Move,Rob Gray,03-21-22,17
9670,Buddha's Brain,Rick Hanson,11-15-10,22
9671,"Cadillac Desert, Revised and Updated Edition",Marc Reisner,01-03-18,27
9672,Five Days at Memorial,Sheri Fink,09-10-13,17
9673,"Altered Traits: Science Reveals How Meditation Changes Your Mind, Brain, and Body",Daniel Goleman,09-15-17,17
9674,The Blank Slate,Steven Pinker,12-01-09,20
9675,Love Sense,Sue Johnson,12-31-13,20
9676,Creative Selection,Ken Kocienda,09-04-18,15
9677,Unnatural Causes,Dr Richard Shepherd,09-20-18,15
9678,Arctic Dreams,Barry Lopez,03-19-19,25
9679,The Bastard Brigade,Sam Kean,07-09-19,30
9680,Figuring,Maria Popova,02-05-19,26
9681,Ignition!,John Drury Clark,05-15-18,28
9682,This Is Your Brain on Parasites,Kathleen McAuliffe,06-07-16,17
9683,The Wisdom of Psychopaths,Kevin Dutton,11-01-12,15
9684,Under Alien Skies,Phil Plait,04-18-23,14
9685,On Human Nature: Revised Edition,Edward O. Wilson,07-15-10,19
9686,The Disappearing Spoon,Sam Kean,08-18-10,26
9687,The Female Brain,Louann Brizendine M.D.,08-07-07,24
9688,This Changes Everything,Naomi Klein,09-16-14,35
9689,Balanced and Barefoot,Angela J. Hanscom,07-14-16,24
9690,The Possibility of Life,Jaime Green,04-18-23,32
9691,The Forever Witness,Edward Humes,11-29-22,28
9692,Sacred Economics,Charles Eisenstein,05-16-17,42
9693,Edison,Edmund Morris,10-22-19,46
9694,Racing with Rich Energy,Elizabeth Blackstock,02-14-23,17
9695,We Are Electric,Sally Adee,02-28-23,32
9696,Not Too Late,Rebecca Solnit - editor,04-04-23,26
9697,Our Mathematical Universe,Max Tegmark,01-07-14,17
9698,The Inner Life of Animals,Peter Wohlleben,11-08-17,13
9699,Widen the Window,Elizabeth A. Stanley,09-24-19,35
9700,The Master Algorithm,Pedro Domingos,09-22-15,26
9701,Will My Cat Eat My Eyeballs?,Caitlin Doughty,09-10-19,15
9702,Biocentrism,Robert Lanza,10-13-09,17
9703,Lab 257,Michael Christopher Carroll,03-21-17,24
9704,Go Wild,John J. Ratey,06-03-14,20
9705,Teaming with Fungi,Jeff Lowenfels,08-30-22,40
9706,The Intelligence Trap,David Robson,08-06-19,24
9707,The Honey Bus,Meredith May,04-02-19,14
9708,Mind to Matter,Dawson Church,06-12-18,18
9709,Sand Talk,Tyson Yunkaporta,05-12-20,17
9710,"Land, Livestock, & Life",Allan Nation,03-29-22,17
9711,I Am a Strange Loop,Douglas R. Hofstadter,09-24-18,21
9712,Bottle of Lies,Katherine Eban,05-14-19,36
9713,The Butchering Art,Lindsey Fitzharris,10-31-17,17
9714,Batavia,Peter FitzSimons,12-13-12,15
9715,The Case Against Sugar,Gary Taubes,12-27-16,28
9716,The Extended Mind,Annie Murphy Paul,05-20-22,32
9717,Brain Rules for Baby (Updated and Expanded),John Medina,09-02-14,18
9718,Walking with Gorillas,Dr. Gladys Kalema-Zikusoka,03-21-23,18
9719,The Joy of x,Steven Strogatz,07-30-19,17
9720,Traced: Human DNA's Big Surprise,Nathaniel T. Jeanson,05-06-22,17
9721,The Box,Marc Levinson,01-30-14,22
9722,Once upon a Prime,Sarah Hart,04-11-23,26
9723,Science Set Free,Rupert Sheldrake,09-04-12,32
9724,The Neurobiology of 'We',Daniel J. Siegel,09-26-11,30
9725,Return,Lynx Vilden,04-11-23,32
9726,Notes on Complexity,Neil Theise,05-09-23,17
9727,Be Free or Die,Cate Lineberry,01-24-18,22
9728,American Buffalo,Steven Rinella,07-30-19,13
9729,Einstein,Walter Isaacson,03-28-07,24
9730,The Great Influenza,John M. Barry,01-01-06,40
9731,The Ends of the World,Peter Brannen,06-13-17,32
9732,The Postnatal Depletion Cure,Oscar Serrallach,06-05-18,21
9733,House of Rain,Craig Childs,09-25-18,20
9734,Apollo 13,Jim Lovell,12-10-19,28
9735,The Manager's Path,Camille Fournier,06-25-19,17
9736,Genius Foods,Max Lugavere,03-20-18,17
9737,Enlightenment Now,Steven Pinker,02-13-18,23
9738,The Shallows,Nicholas Carr,06-10-10,18
9739,Walden,Henry David Thoreau,09-24-09,22
9740,Seven Brief Lessons on Physics,Carlo Rovelli,03-01-16,12
9741,Poachers Were My Prey,R. T. Stewart,08-08-13,17
9742,The Wild Trees,Richard Preston,03-29-07,14
9743,An Astronaut's Guide to Life on Earth,Chris Hadfield,12-30-12,28
9744,The Boy Who Harnessed the Wind,William Kamkwamba,12-02-09,25
9745,The Complete Guide to Microdosing Psilocybin Mushrooms,Alan Alpert,08-29-22,6
9746,Guardians of the Valley,Dean King,03-21-23,23
9747,The Future Is Faster Than You Think,Peter H. Diamandis,01-28-20,18
9748,Underland,Robert Macfarlane,06-25-19,18
9749,The Better Angels of Our Nature,Steven Pinker,10-04-11,30
9750,The Sea and Civilization,Lincoln Paine,01-24-18,35
9751,How Far the Light Reaches,Sabrina Imbler,12-06-22,22
9752,Human Compatible,Stuart Russell,10-08-19,21
9753,Apocalypse Never,Michael Shellenberger,06-30-20,25
9754,Midnight in Chernobyl,Adam Higginbotham,02-12-19,30
9755,The Battle for Your Brain,Nita A. Farahany,03-14-23,19
9756,The Wizard and the Prophet,Charles C. Mann,01-09-18,26
9757,The Sports Gene,David Epstein,08-01-13,19
9758,Bonk,Mary Roach,05-12-08,26
9759,Transformer,Nick Lane,07-12-22,21
9760,The Sounds of Life,Karen Bakker,10-18-22,20
9761,A World Without Work,Daniel Susskind,01-14-20,31
9762,Your Brain Is a Time Machine,Dean Buonomano,04-04-17,17
9763,The Climate Book,Greta Thunberg,02-14-23,35
9764,Walk Through Fire,Yasmine S. Ali MD,03-28-23,21
9765,Play,Stuart Brown,05-16-17,23
9766,To Speak for the Trees,Diana Beresford-Kroeger,11-05-19,23
9767,In the Kingdom of Ice,Hampton Sides,08-05-14,20
9768,A Brief History of Black Holes,Dr Becky Smethurst,09-01-22,14
9769,Why Isn't My Brain Working?,Dr. Datis Kharrazian,11-26-14,22
9770,The Machine That Changed the World,James P. Womack,04-03-18,18
9771,An Elegant Defense,Matt Richtel,03-12-19,30
9772,Escaping Gravity,Lori Garver,06-14-22,29
9773,Hallucinations,Oliver Sacks,11-06-12,18
9774,The Experience Machine,Andy Clark,05-02-23,28
9775,Saving Time,Jenny Odell,03-07-23,35
9776,Quantum Spirituality,Peter Canova,05-09-23,17
9777,Spring Chicken,Bill Gifford,02-23-15,21
9778,The Tao of Physics,Fritjof Capra,01-14-00,11
9779,The Path Between the Seas,David McCullough,01-24-11,47
9780,Rewire Your Anxious Brain,Catherine M. Pittman PhD,07-29-15,17
9781,The Earth Transformed,Peter Frankopan,04-18-23,46
9782,Up to Speed,Christine Yu,05-16-23,28
9783,Rebooting AI,Gary Marcus,09-10-19,24
9784,Where Good Ideas Come From,Steven Johnson,10-05-10,16
9785,What the Eyes Don't See,Mona Hanna-Attisha,06-19-18,32
9786,Against the Grain,James C. Scott,02-21-18,22
9787,Magisteria,Nicholas Spencer,05-16-23,31
9788,Metahuman,Deepak Chopra MD,10-01-19,18
9789,All That Remains,Sue Black,03-05-19,26
9790,Ranger Confidential,Andrea Lankford,05-09-13,17
9791,Civilized to Death,Christopher Ryan,10-01-19,19
9792,The End of Everything,Katie Mack,08-04-20,17
9793,The Skeptics' Guide to the Universe,Steven Novella,10-02-18,24
9794,Night of the Grizzlies,Jack Olsen,12-10-14,17
9795,Amanita Muscaria Microdosing,Bil Harret,04-18-23,7
9796,Inside the Orphan Drug Revolution,James A. Geraghty,05-02-23,21
9797,How to Blow Up a Pipeline,Andreas Malm,11-09-22,13
9798,How to Avoid a Climate Disaster,Bill Gates,02-16-21,15
9799,Alive,Piers Paul Read,05-16-17,22
9800,The Progress Illusion,Jon D. Erickson,04-11-23,17
9801,The Structure of Scientific Revolutions,Thomas S. Kuhn,01-12-16,22
9802,Wired for War,P. W. Singer,10-14-10,35
9803,What Your Food Ate,David R. Montgomery,06-21-22,21
9804,The Things We Make,Bill Hammack,03-21-23,17
9805,The God Equation,Michio Kaku,04-06-21,24
9806,The Circadian Code,Satchin Panda PhD,07-03-18,18
9807,An Elephant in My Kitchen,Françoise Malby-Anthony,11-05-19,19
9808,The Song of the Dodo,David Quammen,08-06-19,32
9809,Life on Earth,David Attenborough,09-20-18,16
9810,The Soul of a New Machine,Tracy Kidder,05-17-16,20
9811,Do No Harm,Henry Marsh,05-26-15,15
9812,How to Astronaut,Terry Virts,07-15-22,22
9813,"Crystal Healing: 5 in 1 Bundle: Expand Mind Power, Enhance Psychic Awareness, Achieve Higher Consciousness, Increase Spiritual Energy, Gain Enlightenment with the Power of Crystals and Healing Stones",Crystal Lee,04-04-19,22
9814,The Third Chimpanzee,Jared Diamond,04-03-12,18
9815,The Alpha Female Wolf,Rick McIntyre,01-31-23,20
9816,Rise of the Rocket Girls,Nathalia Holt,04-05-16,21
9817,Dirt to Soil,Gabe Brown,10-09-18,17
9818,"UFOs: Generals, Pilots, and Government Officials Go on the Record",Leslie Kean,05-10-11,18
9819,The Urban Farmer,Curtis Allen Stone,09-05-17,17
9820,Every Tool's a Hammer,Adam Savage,05-07-19,16
9821,Six Easy Pieces,Richard P. Feynman,04-25-05,19
9822,Wonderful Life,Stephen Jay Gould,04-11-23,21
9823,Cosmogenesis,Brian Thomas Swimme,03-21-23,21
9824,The Drunken Botanist,Amy Stewart,03-19-13,20
9825,The Forest Unseen,David George Haskell,01-22-14,22
9826,The Secret Wisdom of Nature,Peter Wohlleben,03-19-19,16
9827,The Bird Way,Jennifer Ackerman,05-05-20,32
9828,Deep Medicine,Eric Topol,03-12-19,28
9829,Genius,James Gleick,02-01-11,34
9830,Hello World,Hannah Fry,10-30-18,17
9831,The Shepherd's Life,James Rebanks,06-22-15,19
9832,The Innovators,Walter Isaacson,10-07-14,24
9833,Storytelling with Data,Cole Nussbaumer Knaflic,01-31-18,17
9834,Isaac's Storm,Erik Larson,04-21-20,28
9835,Yeager,Chuck Yeager,02-04-20,21
9836,Bitch,Lucy Cooke,06-14-22,22
9837,The Frackers,Gregory Zuckerman,11-05-13,24
9838,Forest Bathing,Dr. Qing Li,04-17-18,14
9839,Exploring Creation With Chemistry 3rd Third Updated Edition,Apologia Educational Ministries,12-16-15,22
9840,The Solace of Open Spaces,Gretel Ehrlich,01-19-21,14
9841,Pale Blue Dot,Carl Sagan,05-30-17,26
9842,Size,Vaclav Smil,05-16-23,31
9843,An Original Audiobook Adaptation of Nourishment,Fred Provenza,11-10-22,30
9844,Song of Increase,Jacqueline Freeman,09-01-16,24
9845,The Language Instinct,Steven Pinker,12-06-11,27
9846,Into the Planet,Jill Heinerth,08-20-19,14
9847,A Forest Journey,John Perlin,02-14-23,35
9848,The Case Against Reality,Donald Hoffman,08-13-19,22
9849,The Fabric of Reality,David Deutsch,12-10-18,22
9850,The Johnstown Flood,David McCullough,06-17-05,17
9851,It's Not About the Coffee,Howard Behar,12-12-07,11
9852,Mitochondria and the Future of Medicine,Lee Know,11-13-19,17
9853,The Next Space Race: A Blueprint for American Primacy,Richard Harrison,04-27-23,20
9854,The War for Kindness,Jamil Zaki,06-04-19,16
9855,American Wolf,Nate Blakeslee,10-17-17,28
